sample_id,path,label,dataset,has_audio,fps,duration_sec,face_detected,notes
celeb_test_real_000,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0001,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_001,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0001,0,Celeb-DF-v2-Test-Real,0,30,0.1,1,3 frames available
celeb_test_real_002,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0007,0,Celeb-DF-v2-Test-Real,0,30,1.0333333333333334,1,31 frames available
celeb_test_real_003,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0006,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_004,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0008,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_005,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0000,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_006,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0005,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_007,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0004,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_008,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0011,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_009,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0013,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_010,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id16_0007,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_011,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id16_0010,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_012,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id16_0011,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
celeb_test_real_013,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id17_0000,0,Celeb-DF-v2-Test-Real,0,30,1.0666666666666667,1,32 frames available
