sample_id,path,label,dataset,has_audio,fps,duration_sec,face_detected,notes
celeb_real_000,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0000,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_001,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0001,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_002,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0002,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_003,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0003,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_004,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0004,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_005,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0005,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_006,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0006,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_007,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0007,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_008,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0008,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_009,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id0_0009,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_010,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0000,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_011,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0001,0,Celeb-DF-v2-Real,0,30,0.1,1,3 frames available
celeb_real_012,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0002,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_013,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0003,0,Celeb-DF-v2-Real,0,30,1.0333333333333334,1,31 frames available
celeb_real_014,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0004,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_015,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0005,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_016,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0006,0,Celeb-DF-v2-Real,0,30,1.0,1,30 frames available
celeb_real_017,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0007,0,Celeb-DF-v2-Real,0,30,1.0333333333333334,1,31 frames available
celeb_real_018,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0008,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_019,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id10_0009,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_020,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0000,0,Celeb-DF-v2-Real,0,30,1.0,1,30 frames available
celeb_real_021,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0001,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_022,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0002,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_023,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0003,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_024,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0004,0,Celeb-DF-v2-Real,0,30,1.0,1,30 frames available
celeb_real_025,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0005,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_026,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0006,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_027,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0007,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_028,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0008,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_029,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0009,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_030,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id11_0010,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_031,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0000,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_032,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0001,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_033,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0002,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_034,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0003,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_035,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0004,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_036,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0005,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_037,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id12_0006,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_038,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0000,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_039,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0001,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_040,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0002,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_041,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0003,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_042,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0004,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_043,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0005,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_044,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0006,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_045,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0007,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_046,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0008,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_047,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0009,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_048,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0010,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_049,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0011,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
celeb_real_050,datasets/rgb/Celeb-DF-v2/Celeb-real/frames/id13_0012,0,Celeb-DF-v2-Real,0,30,1.0666666666666667,1,32 frames available
